WELL,DEPTH_MD,GROUP,FORMATION,GR,RHOB,NPHI,DTC,CALI,RDEP,WASHOUT_FLAG,FORCE_2020_LITHOFACIES_LITHOLOGY,LITHOLOGY,LITHOLOGY_CODE
15/9-23,1533.936,HORDALAND GP.,Skade Fm.,138.36354065,2.209100008,0.436029315,138.30049133,12.710399628,0.9448714852,0,65000,Shale,5
15/9-23,1534.088,HORDALAND GP.,Skade Fm.,137.34739685,2.1814746857,0.4326308072,138.15483093,12.553478241,0.9430415034,0,65000,Shale,5
15/9-23,1534.24,HORDALAND GP.,Skade Fm.,136.46203613,2.1775000095,0.4275150895,138.37464905,12.530900002,0.9271424413,0,65000,Shale,5
15/9-23,1534.392,HORDALAND GP.,Skade Fm.,148.11244202,2.1733291149,0.3933602273,139.38595581,12.49171257,0.909520328,0,65000,Shale,5
15/9-23,1534.544,HORDALAND GP.,Skade Fm.,143.98988342,2.1726999283,0.4200155437,140.36949158,12.485800743,0.9039937854,0,65000,Shale,5
15/9-23,1534.696,HORDALAND GP.,Skade Fm.,141.00196838,2.1730453968,0.42904526,141.49450684,12.508944511,0.9087679386,0,65000,Shale,5
15/9-23,1534.848,HORDALAND GP.,Skade Fm.,136.10630798,2.1739611626,0.437623322,140.84172058,12.59786129,0.909427762,0,65000,Shale,5
15/9-23,1535.0,HORDALAND GP.,Skade Fm.,137.62019348,2.1750440598,0.4643911123,140.89489746,12.738283157,0.9119748473,0,65000,Shale,5
15/9-23,1535.152,HORDALAND GP.,Skade Fm.,140.23345947,2.1979675293,0.4546485841,141.27603149,12.654093742,0.9124000072,0,65000,Shale,5
15/9-23,1535.304,HORDALAND GP.,Skade Fm.,142.84671021,2.1977057457,0.4508499503,140.92097473,12.593836784,0.9325302243,0,65000,Shale,5
15/9-23,1535.456,HORDALAND GP.,Skade Fm.,144.15353394,2.1966598034,0.4537472129,141.94694519,12.608530998,0.9359999895,0,65000,Shale,5
15/9-23,1535.608,HORDALAND GP.,Skade Fm.,146.21170044,2.1920189857,0.4292737842,143.38366699,12.582708359,0.9330307841,0,65000,Shale,5
15/9-23,1535.76,HORDALAND GP.,Skade Fm.,143.88731384,2.190861702,0.4105970562,144.35731506,12.695081711,0.9862682223,0,65000,Shale,5
15/9-23,1535.912,HORDALAND GP.,Skade Fm.,134.3679657,2.1864161491,0.4349770248,147.02842712,12.754958153,1.0643856525,0,65000,Shale,5
15/9-23,1536.064,HORDALAND GP.,Skade Fm.,128.1625061,2.2084507942,0.4294146895,149.79391479,12.713123322,1.0203931332,0,65000,Shale,5
15/9-23,1536.216,HORDALAND GP.,Skade Fm.,124.51039124,2.3111481667,0.4222899079,146.93421936,12.583755493,0.9782693386,0,65000,Shale,5
15/9-23,1536.368,HORDALAND GP.,Skade Fm.,122.34085083,2.3058240414,0.4273940027,145.63421631,13.573604584,0.9444013834,0,65000,Shale,5
15/9-23,1536.52,HORDALAND GP.,Skade Fm.,129.14038086,2.2349903584,0.4469961524,140.5118866,14.085252762,0.9353206754,0,65000,Shale,5
15/9-23,1536.672,HORDALAND GP.,Skade Fm.,128.46949768,2.1808893681,0.4409950674,138.91282654,14.054003716,0.9345999956,0,65000,Shale,5
15/9-23,1536.824,HORDALAND GP.,Skade Fm.,134.8837738,2.1394991875,0.4266763628,139.81077576,14.060256958,0.924013257,0,65000,Shale,5
15/9-23,1536.976,HORDALAND GP.,Skade Fm.,142.77761841,2.1037540436,0.4195670485,139.77072144,13.852715492,0.9157835245,0,65000,Shale,5
15/9-23,1537.128,HORDALAND GP.,Skade Fm.,141.47106934,2.1580827236,0.4178603888,139.64865112,13.204444885,0.9033238292,0,65000,Shale,5
15/9-23,1537.28,HORDALAND GP.,Skade Fm.,129.27403259,2.2123887539,0.4320301116,137.3890686,12.961434364,0.8917287588,0,65000,Shale,5
15/9-23,1537.432,HORDALAND GP.,Skade Fm.,122.54419708,2.2134170532,0.4390373826,138.66073608,13.038168907,0.8674106002,0,65000,Shale,5
15/9-23,1537.584,HORDALAND GP.,Skade Fm.,125.92727661,2.2172179222,0.4401442707,140.0456543,12.994969368,0.9001791477,0,65000,Shale,5
15/9-23,1537.736,HORDALAND GP.,Skade Fm.,128.94061279,2.2149300575,0.4437696934,139.41566467,13.364942551,0.9388180375,0,65000,Shale,5
15/9-23,1537.888,HORDALAND GP.,Skade Fm.,131.43258667,2.2298731804,0.4433057606,137.39649963,13.574782372,0.9413511157,0,65000,Shale,5
15/9-23,1538.04,HORDALAND GP.,Skade Fm.,138.98269653,2.2227189541,0.4701618254,135.17308044,13.445386887,1.0527354479,0,65000,Shale,5
15/9-23,1538.192,HORDALAND GP.,Skade Fm.,137.47949219,2.2164037228,0.4622356296,135.18154907,12.868279457,1.0393800735,0,65000,Shale,5
15/9-23,1538.344,HORDALAND GP.,Skade Fm.,133.62561035,2.2090945244,0.4527749717,140.27485657,12.796230316,0.9616024494,0,65000,Shale,5
15/9-23,1538.496,HORDALAND GP.,Skade Fm.,130.19206238,2.2005550861,0.4575264454,144.78034973,13.039163589,0.9285750985,0,65000,Shale,5
15/9-23,1538.648,HORDALAND GP.,Skade Fm.,131.81022644,2.1974477768,0.4629972875,143.26974487,13.30256176,0.908354044,0,65000,Shale,5
15/9-23,1538.8,HORDALAND GP.,Skade Fm.,143.7331543,2.1986064911,0.462572664,138.11369324,13.350821495,0.8974599242,0,65000,Shale,5
15/9-23,1538.952,HORDALAND GP.,Skade Fm.,138.2857666,2.1835939884,0.4659923017,135.53067017,13.404272079,0.918848753,0,65000,Shale,5
15/9-23,1539.104,HORDALAND GP.,Skade Fm.,131.49307251,2.1698122025,0.4759790301,135.15812683,13.566559792,0.9272053838,0,65000,Shale,5
15/9-23,1539.256,HORDALAND GP.,Skade Fm.,122.4225235,2.1598234177,0.468747586,135.38011169,13.942352295,0.933450222,0,65000,Shale,5
15/9-23,1539.408,HORDALAND GP.,Skade Fm.,126.89474487,2.1676571369,0.4624230862,136.53237915,13.849794388,0.9350000024,0,65000,Shale,5
15/9-23,1539.56,HORDALAND GP.,Skade Fm.,139.88233948,2.1462373734,0.4874332845,138.9230957,13.794034958,0.9286085963,0,65000,Shale,5
15/9-23,1539.712,HORDALAND GP.,Skade Fm.,143.28471375,2.1446835995,0.5069212914,143.83000183,13.841129303,0.9180975556,0,65000,Shale,5
15/9-23,1539.864,HORDALAND GP.,Skade Fm.,138.12010193,2.1625471115,0.5121044517,149.51550293,13.746379852,0.9132757187,0,65000,Shale,5
15/9-23,1540.016,HORDALAND GP.,Skade Fm.,138.11793518,2.1812708378,0.5166909099,150.3021698,13.638074875,0.9073512554,0,65000,Shale,5
15/9-23,1540.168,HORDALAND GP.,Skade Fm.,135.64025879,2.1331553459,0.5215932727,147.58215332,13.832841873,0.9021836519,0,65000,Shale,5
15/9-23,1540.32,HORDALAND GP.,Skade Fm.,136.77857971,2.1304547787,0.4921906888,146.66374207,13.859595299,0.8979570866,0,65000,Shale,5
15/9-23,1540.472,HORDALAND GP.,Skade Fm.,137.95094299,2.1427288055,0.4834348857,147.30990601,13.823524475,0.8764451146,0,65000,Shale,5
15/9-23,1540.624,HORDALAND GP.,Skade Fm.,136.08308411,2.1689748764,0.4652537405,146.76000977,13.683161736,0.920571208,0,65000,Shale,5
15/9-23,1540.776,HORDALAND GP.,Skade Fm.,136.81900024,2.189375639,0.4450067878,145.25752258,13.383657455,0.9545355439,0,65000,Shale,5
15/9-23,1540.928,HORDALAND GP.,Skade Fm.,139.01031494,2.1722579002,0.4181752205,140.32725525,13.358470917,0.9878920317,0,65000,Shale,5
15/9-23,1541.08,HORDALAND GP.,Skade Fm.,132.91917419,2.1281774044,0.412280947,135.8572998,13.823471069,1.2122237682,0,65000,Shale,5
15/9-23,1541.232,HORDALAND GP.,Skade Fm.,132.57762146,2.2114808559,0.4163781106,134.72387695,13.364060402,1.2826999426,0,65000,Shale,5
15/9-23,1541.384,HORDALAND GP.,Skade Fm.,138.30322266,2.3068699837,0.4128864706,136.04747009,13.037280083,1.3537021875,0,65000,Shale,5
15/9-23,1541.536,HORDALAND GP.,Skade Fm.,132.24729919,2.3172690868,0.4020579755,138.89080811,13.043073654,1.415984273,0,65000,Shale,5
15/9-23,1541.688,HORDALAND GP.,Skade Fm.,128.8094635,2.3235285282,0.41279158,141.22387695,12.997767448,1.4720375538,0,65000,Shale,5
15/9-23,1541.84,HORDALAND GP.,Skade Fm.,130.28901672,2.3229267597,0.4167853296,143.24308777,12.871751785,1.486899972,0,65000,Shale,5
15/9-23,1541.992,HORDALAND GP.,Skade Fm.,140.91477966,2.2411577702,0.4097125828,140.52449036,12.847126961,1.482252121,0,65000,Shale,5
15/9-23,1542.144,HORDALAND GP.,Skade Fm.,138.78826904,2.1899528503,0.4060499966,140.05050659,12.846769333,1.3278057575,0,65000,Shale,5
15/9-23,1542.296,HORDALAND GP.,Skade Fm.,131.07327271,2.1908824444,0.3957851529,141.4543457,12.794487953,1.0591439009,0,65000,Shale,5
15/9-23,1542.448,HORDALAND GP.,Skade Fm.,133.61962891,2.2019376755,0.3951199353,139.17414856,12.779649734,0.9475938678,0,65000,Shale,5
15/9-23,1542.6,HORDALAND GP.,Skade Fm.,143.62800598,2.2089447975,0.4333569407,136.80580139,12.721010208,0.9267651439,0,65000,Shale,5
15/9-23,1542.752,HORDALAND GP.,Skade Fm.,144.64532471,2.227891922,0.4303427935,135.51229858,12.662194252,0.9200491309,0,65000,Shale,5
15/9-23,1542.904,HORDALAND GP.,Skade Fm.,149.06724548,2.2389032841,0.4162485898,134.99287415,12.614618301,0.9190608859,0,65000,Shale,5
15/9-23,1543.056,HORDALAND GP.,Skade Fm.,145.57232666,2.2475059032,0.4071854949,135.58799744,12.567214966,0.9252426028,0,65000,Shale,5
15/9-23,1543.208,HORDALAND GP.,Skade Fm.,138.98083496,2.2411718369,0.4017905891,136.45829773,12.551722527,0.9590553045,0,65000,Shale,5
15/9-23,1543.36,HORDALAND GP.,Skade Fm.,133.0080719,2.2265324593,0.4065265059,137.20735168,12.457788467,0.9644309878,0,65000,Shale,5
15/9-23,1543.512,HORDALAND GP.,Skade Fm.,127.64320374,2.2068800926,0.4234798551,137.9487915,12.413743019,0.9295954704,0,65000,Shale,5
15/9-23,1543.664,HORDALAND GP.,Skade Fm.,127.80535126,2.1908488274,0.4077130258,138.52928162,12.448562622,0.9056147337,0,65000,Shale,5
15/9-23,1543.816,HORDALAND GP.,Skade Fm.,136.67800903,2.1788167953,0.4065004885,138.60882568,12.540863037,0.8984154463,0,65000,Shale,5
15/9-23,1543.968,HORDALAND GP.,Skade Fm.,140.02403259,2.1705744267,0.4170179367,139.41218567,12.67342186,0.8939225078,0,65000,Shale,5
15/9-23,1544.12,HORDALAND GP.,Skade Fm.,139.94204712,2.1777551174,0.412808001,139.16952515,12.835487366,0.8889942169,0,65000,Shale,5
15/9-23,1544.272,HORDALAND GP.,Skade Fm.,139.78656006,2.182258606,0.4252729416,137.99961853,12.873231888,0.8872206211,0,65000,Shale,5
15/9-23,1544.424,HORDALAND GP.,Skade Fm.,143.11309814,2.1820824146,0.4422984123,137.18891907,12.897838593,0.8888396025,0,65000,Shale,5
15/9-23,1544.576,HORDALAND GP.,Skade Fm.,147.96403503,2.1800980568,0.454354018,137.83476257,13.01110363,0.8973618746,0,65000,Shale,5
15/9-23,1544.728,HORDALAND GP.,Skade Fm.,139.175354,2.1786785126,0.4548688531,139.70257568,13.002849579,0.9016976953,0,65000,Shale,5
15/9-23,1544.88,HORDALAND GP.,Skade Fm.,131.671875,2.1800506115,0.4581389427,142.0643158,12.926276207,0.9007245898,0,65000,Shale,5
15/9-23,1545.032,HORDALAND GP.,Skade Fm.,128.01947021,2.1755924225,0.4245004952,144.06417847,12.780712128,0.9214785695,0,65000,Shale,5
15/9-23,1545.184,HORDALAND GP.,Skade Fm.,134.0486145,2.176680088,0.3947930336,145.59671021,12.672968864,0.9428327084,0,65000,Shale,5
15/9-23,1545.336,HORDALAND GP.,Skade Fm.,134.28671265,2.191286087,0.3666393161,145.10765076,12.578294754,0.9526873231,0,65000,Shale,5
15/9-23,1545.488,HORDALAND GP.,Skade Fm.,127.67926025,2.2460157871,0.3839256167,145.14781189,12.523635864,0.9817485213,0,65000,Shale,5
15/9-23,1545.64,HORDALAND GP.,Skade Fm.,134.93551636,2.3552093506,0.4194961786,149.08113098,12.739521027,1.2498623133,0,65000,Shale,5
15/9-23,1545.792,HORDALAND GP.,Skade Fm.,135.3757782,2.3905866146,0.4295610189,153.2696991,13.343910217,1.3848234415,0,65000,Shale,5
15/9-23,1545.944,HORDALAND GP.,Skade Fm.,124.51670837,2.2593681812,0.4290661514,154.24168396,12.764572144,1.3387316465,0,65000,Shale,5
15/9-23,1546.096,HORDALAND GP.,Skade Fm.,117.10797882,2.1913309097,0.4289999902,152.07449341,12.418931007,1.0856486559,0,65000,Shale,5
15/9-23,1546.248,HORDALAND GP.,Skade Fm.,120.21079254,2.1861438751,0.4343802035,149.3417511,12.463812828,0.9519075751,0,65000,Shale,5
15/9-23,1546.4,HORDALAND GP.,Skade Fm.,130.80001831,2.1847660542,0.4380925596,147.90792847,12.463425636,0.908747375,0,65000,Shale,5
15/9-23,1546.552,HORDALAND GP.,Skade Fm.,134.81407166,2.1864471436,0.4347783029,145.62243652,12.589337349,0.8735163212,0,65000,Shale,5
15/9-23,1546.704,HORDALAND GP.,Skade Fm.,132.15045166,2.1863155365,0.4466497302,143.77531433,12.711014748,0.8575674295,0,65000,Shale,5
15/9-23,1546.856,HORDALAND GP.,Skade Fm.,135.45629883,2.1740350723,0.4222002029,144.46650696,12.906234741,0.8524352312,0,65000,Shale,5
15/9-23,1547.008,HORDALAND GP.,Skade Fm.,138.79530334,2.1588802338,0.4140592515,148.82650757,13.102352142,0.852085948,0,65000,Shale,5
15/9-23,1547.16,HORDALAND GP.,Skade Fm.,137.12489319,2.1620092392,0.4194131494,149.33384705,13.190311432,0.8586884737,0,65000,Shale,5
15/9-23,1547.312,HORDALAND GP.,Skade Fm.,136.18951416,2.1685602665,0.4199291468,144.97116089,13.276958466,0.8626811504,0,65000,Shale,5
15/9-23,1547.464,HORDALAND GP.,Skade Fm.,138.19664001,2.1780943871,0.4181996286,141.44158936,13.323794365,0.8639001846,0,65000,Shale,5
15/9-23,1547.616,HORDALAND GP.,Skade Fm.,138.33755493,2.1908335686,0.4059922397,138.89474487,13.101747513,0.864015758,0,65000,Shale,5
15/9-23,1547.768,HORDALAND GP.,Skade Fm.,134.10671997,2.2178461552,0.4165983796,137.13975525,12.930500984,0.8629072309,0,65000,Shale,5
15/9-23,1547.92,HORDALAND GP.,Skade Fm.,132.61457825,2.2318701744,0.4400458038,136.41662598,12.951610565,0.864305377,0,65000,Shale,5
15/9-23,1548.072,HORDALAND GP.,Skade Fm.,138.67521667,2.2313973904,0.455278039,136.1894989,12.986327171,0.8878036737,0,65000,Shale,5
15/9-23,1548.224,HORDALAND GP.,Skade Fm.,142.14297485,2.2200510502,0.469581753,136.01780701,13.001749039,0.8799433112,0,65000,Shale,5
15/9-23,1548.376,HORDALAND GP.,Skade Fm.,142.26927185,2.1922748089,0.4563594759,135.77340698,13.051176071,0.8508186936,0,65000,Shale,5
15/9-23,1548.528,HORDALAND GP.,Skade Fm.,138.00990295,2.1764383316,0.4250688553,136.68107605,13.138217926,0.8368012905,0,65000,Shale,5
15/9-23,1548.68,HORDALAND GP.,Skade Fm.,135.95826721,2.1667597294,0.4351274371,139.93255615,13.284677505,0.836391151,0,65000,Shale,5
15/9-23,1548.832,HORDALAND GP.,Skade Fm.,132.42575073,2.1649115086,0.4594649971,142.88009644,13.381245613,0.8388389945,0,65000,Shale,5
15/9-23,1548.984,HORDALAND GP.,Skade Fm.,127.34329224,2.1829252243,0.4780450463,143.66511536,13.077478409,0.8411423564,0,65000,Shale,5
15/9-23,1549.136,HORDALAND GP.,Skade Fm.,127.12065125,2.1920788288,0.5111342072,143.36936951,12.88538456,0.8467063904,0,65000,Shale,5
15/9-23,1549.288,HORDALAND GP.,Skade Fm.,127.61132813,2.1929066181,0.5225294232,142.41697693,12.814131737,0.8604255915,0,65000,Shale,5
15/9-23,1549.44,HORDALAND GP.,Skade Fm.,127.96243286,2.1858239174,0.4893000126,140.93283081,12.722470284,0.8746673465,0,65000,Shale,5
15/9-23,1549.592,HORDALAND GP.,Skade Fm.,137.25793457,2.1689984798,0.4426770806,138.90855408,12.869132996,0.8844323158,0,65000,Shale,5
15/9-23,1549.744,HORDALAND GP.,Skade Fm.,139.17915344,2.1651420593,0.4410547316,137.38288879,13.00376606,0.8972362876,0,65000,Shale,5
15/9-23,1549.896,HORDALAND GP.,Skade Fm.,139.74409485,2.1532363892,0.4823104143,137.47898865,13.168527603,0.9144379497,0,65000,Shale,5
15/9-23,1550.048,HORDALAND GP.,Skade Fm.,134.05458069,2.1456158161,0.4854565263,138.698349,13.377269745,0.9257713556,0,65000,Shale,5
15/9-23,1550.2,HORDALAND GP.,Skade Fm.,127.14688873,2.1556611061,0.4623376429,140.03289795,13.456894875,0.9387511611,0,65000,Shale,5
15/9-23,1550.352,HORDALAND GP.,Skade Fm.,124.73886108,2.157446146,0.4365194738,140.95677185,13.506897926,0.9374514818,0,65000,Shale,5
15/9-23,1550.504,HORDALAND GP.,Skade Fm.,124.53794861,2.1689536572,0.4250269532,142.04286194,13.42913723,0.9221717715,0,65000,Shale,5
15/9-23,1550.656,HORDALAND GP.,Skade Fm.,125.92764282,2.1867806911,0.4351272583,142.38787842,13.215673447,0.8880944252,0,65000,Shale,5
15/9-23,1550.808,HORDALAND GP.,Skade Fm.,129.66360474,2.2018415928,0.4560246766,142.23477173,13.060112,0.8687244058,0,65000,Shale,5
15/9-23,1550.96,HORDALAND GP.,Skade Fm.,133.92712402,2.214427948,0.4547939003,142.09269714,12.837094307,0.8705814481,0,65000,Shale,5
15/9-23,1551.112,HORDALAND GP.,Skade Fm.,137.48957825,2.2114071846,0.4363748133,141.59951782,12.555031776,0.8822671771,0,65000,Shale,5
15/9-23,1551.264,HORDALAND GP.,Skade Fm.,138.87341309,2.2036013603,0.4258393943,141.71760559,12.415868759,0.896918416,0,65000,Shale,5
15/9-23,1551.416,HORDALAND GP.,Skade Fm.,138.11352539,2.1991710663,0.423427552,141.0625,12.358317375,0.9078326225,0,65000,Shale,5
15/9-23,1551.568,HORDALAND GP.,Skade Fm.,136.26913452,2.1955835819,0.4272479117,139.84477234,12.336263657,0.9165772796,0,65000,Shale,5
15/9-23,1551.72,HORDALAND GP.,Skade Fm.,132.6532135,2.1891748905,0.4319083393,139.34817505,12.356016159,0.9144194126,0,65000,Shale,5
15/9-23,1551.872,HORDALAND GP.,Skade Fm.,135.7804718,2.1800851822,0.4160245657,139.62060547,12.399661064,0.9064587951,0,65000,Shale,5
15/9-23,1552.024,HORDALAND GP.,Skade Fm.,141.25184631,2.1726589203,0.416044414,140.11776733,12.431090355,0.8964354396,0,65000,Shale,5
15/9-23,1552.176,HORDALAND GP.,Skade Fm.,143.03677368,2.1703932285,0.432826072,139.93489075,12.568030357,0.8889346123,0,65000,Shale,5
15/9-23,1552.328,HORDALAND GP.,Skade Fm.,143.38847351,2.1713712215,0.4458857775,139.64430237,12.685097694,0.8946146369,0,65000,Shale,5
15/9-23,1552.48,HORDALAND GP.,Skade Fm.,141.40635681,2.1723451614,0.4377404153,139.87356567,12.707619667,0.9063666463,0,65000,Shale,5
15/9-23,1552.632,HORDALAND GP.,Skade Fm.,139.40213013,2.1656646729,0.4199848473,139.56271362,12.806750298,0.9192324281,0,65000,Shale,5
15/9-23,1552.784,HORDALAND GP.,Skade Fm.,140.40736389,2.1579604149,0.4253188968,138.11549377,12.901439667,0.9252589941,0,65000,Shale,5
15/9-23,1552.936,HORDALAND GP.,Skade Fm.,138.19099426,2.1619510651,0.4339097142,136.86593628,12.955675125,0.9208400249,0,65000,Shale,5
